,MealType,Title,ImageUrl,Ingredient,DetailUrl
0,dessert,Keto Cookies and Crème Ice Cream,http://cdn.ruled.me/wp-content/uploads/2016/12/CC-finished-image-1.jpg,"3/4 cup almond flour // 1/4 cup cocoa powder // 1/4 tsp. baking soda // 1/4 cup erythritol // 1/2 tsp. vanilla extract // 1 1/2 Tbsp. coconut oil, softened // 1 egg, room temperature // Pinch of salt",http://www.ruled.me/keto-cookies-creme-ice-cream/#disqus_thread
1,dessert,Keto Pumpkin Pudding,http://cdn.ruled.me/wp-content/uploads/2016/12/pumpkinpudding-2.jpg,1/3 cup granulated stevia/erythritol blend // 1 tsp. xanthan gum // 1/2 tsp. pumpkin pie spice // 1/4 cup pumpkin puree // 3 medium egg yolks // 1 tsp. vanilla extract // 1 1/2 cups whipping cream // Pinch of salt,http://www.ruled.me/keto-pumpkin-pudding/#disqus_thread
2,dessert,Keto Gingersnap Cookies,http://cdn.ruled.me/wp-content/uploads/2016/11/Ginglesnap-Cookies-900x600-1.jpg,2 cups almond flour // ¼ cup unsalted butter // 1 cup erythritol // 1 large egg // 1 tsp. vanilla extract // ¼ tsp. salt // 2 tsp. ground ginger // ¼ tsp. ground nutmeg // ¼ tsp. ground cloves // ½ tsp. ground cinnamon,http://www.ruled.me/keto-gingersnap-cookies/#disqus_thread
3,dessert,Pumpkin Fudge,http://cdn.ruled.me/wp-content/uploads/2016/11/pumpkin-fudge-featured.jpg,1 ¾ cups coconut butter // 1 cup pumpkin puree // 1 tsp. ground cinnamon // 1/4 tsp. ground nutmeg // 1 Tbsp. coconut oil,http://www.ruled.me/pumpkin-fudge/#disqus_thread
4,dessert,Keto Chocolate Silk Pie,http://cdn.ruled.me/wp-content/uploads/2016/11/chocolate-silk-pie-featured.jpg,"1 ½ cup almond flour // ½ tsp. baking powder // 1/8 tsp. salt // 1/3 cup granulated stevia/erythritol blend // 3 Tbsp. butter // 1 medium egg // 1 ½ tsp. vanilla extract // 1 tsp. butter, for greasing the pan",http://www.ruled.me/keto-chocolate-silk-pie/#disqus_thread
5,dessert,Keto Mini Vanilla Cloud Cakes,http://cdn.ruled.me/wp-content/uploads/2016/11/cloud-cake-featured.jpg,"6 large eggs, separated // 6 Tbsp. cream cheese, room temperature // 1/2 tsp. cream of tartar // 2 tsp. vanilla extract // 1/4 cup granulated stevia/erythritol mix",http://www.ruled.me/keto-mini-vanilla-cloud-cakes/#disqus_thread
6,dessert,Mini Pumpkin Spice Muffins,http://cdn.ruled.me/wp-content/uploads/2016/10/mini-pumpkin-muffins-featured.jpg,"3/4 cup canned pumpkin // 1/4 cup organic no sugar added sunflower seed butter // 1 large egg, room temperature // 1/2 cup erythritol // 1/4 cup organic coconut flour, sifted // 2 Tbsp. organic flaxseed meal // 1 tsp. ground cinnamon // 1/2 tsp. ground nutmeg // 1/2 tsp. baking soda // 1/2 tsp. baking powder // 1/4 tsp. salt // Optional topping: ½ tsp. plain cream cheese per muffin (you will need 3 Tbsp. of cream cheese for all the muffins.)",http://www.ruled.me/mini-pumpkin-spice-muffins/#disqus_thread
7,dessert,Gingerbread Pumpkin Cheesecake Bars,http://cdn.ruled.me/wp-content/uploads/2016/10/gingerbread_pumpkin_cheesecake_bars_featured_image.jpg,"1 cup coconut flour, sifted // ½ cup erythritol // 1 Tbsp. unsweetened baking cocoa powder // 1 ¼ tsp. ground ginger // 1 tsp. ground cinnamon // ½ tsp. baking soda // ½ tsp. salt // ¼ tsp. ground nutmeg // ½ cup coconut oil // 2 large eggs // 2 tsp. pure vanilla extract",http://www.ruled.me/gingerbread-pumpkin-cheesecake-bars/#disqus_thread
8,dessert,Keto Raspberry Pavlovas,http://cdn.ruled.me/wp-content/uploads/2016/07/RaspberryPavlova.jpg,4 large Egg Whites // 1/2 cup Erythritol // 1 tsp. Vanilla Extract // 1 tsp. Fresh Lemon Juice // 2 tsp. Xanthan Gum,http://www.ruled.me/keto-raspberry-pavlova/#disqus_thread
9,dessert,Keto Amaretti Cookies,http://cdn.ruled.me/wp-content/uploads/2016/03/Amaretti-bite.jpg,1 cup Almond Flour // 2 tbsp. Coconut Flour // 1/2 tsp. Baking Powder // 1/4 tsp. Cinnamon // 1/2 tsp. Salt // 1/2 cup Erythritol // 2 large Eggs // 4 tbsp. Coconut Oil // 1/2 tsp. Vanilla Extract // 1/2 tsp. Almond Extract // 2 tbsp. Sugar-Free Jam // 1 tbsp. Organic Shredded Coconut,http://www.ruled.me/keto-amaretti-cookies/#disqus_thread
0,dessert,No Bake Coconut Cashew Bars,http://cdn.ruled.me/wp-content/uploads/2016/01/Coconut-cashews.jpg,1 cup Almond Flour // 1/4 cup Butter (melted) // 1/4 cup Sugar Free Maple Syrup (like Walden’s Farms or make your own) // 1 tsp. Cinnamon // 1 pinch Salt // 1/2 cup Cashews // 1/4 cup Shredded Coconut,http://www.ruled.me/no-bake-coconut-cashew-bars/#disqus_thread
1,dessert,Low Carb Lemon Poppyseed Soufflés,http://cdn.ruled.me/wp-content/uploads/2016/01/Souffle2.jpg,"1 cup Whole-milk Ricotta // 2 large Eggs, separated // 1/4 cup Erythritol // 2 tsp. Lemon Zest // 1 tbsp. Fresh Lemon Juice // 1 tsp. Vanilla Extract // 1 tsp. Poppy Seeds",http://www.ruled.me/low-carb-lemon-poppyseed-souffles/#disqus_thread
2,dessert,Keto Chocolate Covered Macaroons,http://cdn.ruled.me/wp-content/uploads/2015/12/Macaroons-overhead.jpg,1 cup Shredded Coconut (unsweetened) // 1 large Egg White // 1/4 cup Erythritol // 1/2 tsp. Almond Extract // 1 pinch of Salt // 20 grams Sugar-free Chocolate (Lily’s works great) // 2 tbsp. Coconut Oil,http://www.ruled.me/keto-chocolate-covered-macaroons/#disqus_thread
3,dessert,Keto Chocolate Peanut Butter Tarts,http://cdn.ruled.me/wp-content/uploads/2015/12/Choco-Tarts.jpg,1/4 cup Flaxseeds (or flaxseed meal) // 2 tbsp. Almond Flour // 1 tbsp. Erythritol // 1 large Egg White,http://www.ruled.me/keto-chocolate-peanut-butter-tarts/#disqus_thread
4,dessert,Pumpkin Pecan Pie Ice Cream,http://cdn.ruled.me/wp-content/uploads/2015/11/PumpkinPieKetoIceCream.jpg,"1/2 cup Cottage Cheese // 1/2 cup Pumpkin Puree // 1 tsp. Pumpkin Spice // 2 cups Coconut Milk (from the carton) // 1/2 tsp. Xanthan Gum // 3 large Egg Yolks // 1/3 cup Erythritol // 20 drops Liquid Stevia // 1 tsp. Maple Extract // 1/2 cup Pecans, toasted and chopped // 2 tbsp. Butter, salted",http://www.ruled.me/pumpkin-pecan-pie-ice-cream/#disqus_thread
5,dessert,Keto Pumpkin Pie Blondies,http://cdn.ruled.me/wp-content/uploads/2015/11/Blondies-final-1.jpg,"1/2 cup Butter, softened // 1/2 cup Erythritol // 1 large Egg // 15 drops Liquid Stevia // 1 tsp. Cinnamon // 1/2 cup Pumpkin Puree // 1 tsp. Maple Extract // 1/8 tsp. Pumpkin Pie Spice // 1/4 cup Almond Flour // 2 tbsp. Coconut Flour // 1 oz. Pecans, chopped",http://www.ruled.me/keto-pumpkin-pie-blondies/#disqus_thread
6,dessert,Keto Pumpkin Snickerdoodle Cookies,http://cdn.ruled.me/wp-content/uploads/2015/11/KetoPumpkinSnickerdoodleCookies.jpg,"1 1/2 cups Almond Flour // 1/4 cup Butter, salted // 1/2 cup Pumpkin Puree // 1 tsp. Vanilla Extract // 1/2 tsp. Baking Powder // 1 large Egg // 1/4 cup Erythritol // 25 drops Liquid Stevia",http://www.ruled.me/keto-pumpkin-snickerdoodle-cookies/#disqus_thread
7,dessert,Keto No Bake Pumpkin Pie Cheesecake,http://cdn.ruled.me/wp-content/uploads/2015/10/MiniPumpkinPie.jpg,3/4 cup Almond Flour // 1/2 cup Flaxseed Meal // 1/4 cup Butter // 1 tsp. Pumpkin Pie Spice // 25 drops Liquid Stevia,http://www.ruled.me/keto-no-bake-pumpkin-pie-cheesecake/#disqus_thread
8,dessert,Keto Peanut Butter Fudge Bars,http://cdn.ruled.me/wp-content/uploads/2015/09/fudge-bars-final-image-2-700x350.jpg,"1 cup Almond Flour // 1/4 cup Butter, melted // 1/2 tsp. Cinnamon // 1 tbsp. Erythritol // Pinch of Salt",http://www.ruled.me/keto-peanut-butter-fudge-bars/#disqus_thread
9,dessert,Strawberry Swirl Ice Cream,http://cdn.ruled.me/wp-content/uploads/2015/09/strawberry-swirl-ice-cream-700x350.jpg,"1 cup Heavy Cream // 1/3 cup Erythritol // 3 large Egg Yolks // 1/2 tsp. Vanilla Extract // 1/8 tsp. Xanthan Gum (optional) // 1 tbsp. Vodka (optional) // 1 cup Strawberries, pureed",http://www.ruled.me/strawberry-swirl-ice-cream/#disqus_thread
0,dessert,Easy Keto Strawberry Shortcakes,http://cdn.ruled.me/wp-content/uploads/2015/08/strawberryshortcake-700x350.jpg,3 large Eggs // 3 oz. Cream Cheese // 1/4 tsp. Baking Powder // 1/2 tsp. Vanilla // 2 tbsp. Erythritol,http://www.ruled.me/easy-keto-strawberry-shortcakes/#disqus_thread
1,dessert,Brown Butter Pecan Keto Ice Cream,http://cdn.ruled.me/wp-content/uploads/2015/07/brownbutterpecanicecream-700x350.jpg,"1 1/2 cups Unsweetened Coconut Milk (from the carton) // 1/4 cup Heavy Cream // 5 tbsp. Butter // 1/4 cup Pecans, crushed // 25 drops Liquid Stevia // 1/4 tsp. Xanthan Gum",http://www.ruled.me/brown-butter-pecan-keto-ice-cream/#disqus_thread
2,dessert,Butterscotch Sea Salt Ice Cream,http://cdn.ruled.me/wp-content/uploads/2015/07/butterscotchseasalticecream-700x350.jpg,"1 cup Coconut Milk (from the carton) // 1/4 cup Sour Cream // 1/4 cup Heavy Cream // 3 tbsp. Butter, browned // 2 tbsp. Vodka // 2 tsp. Butterscotch Flavoring // 25 drops Liquid Stevia // 2 tbsp. Erythritol // 1/2 tsp. Xanthan Gum // 1 tsp. Flaked Sea Salt",http://www.ruled.me/butterscotch-sea-salt-ice-cream/#disqus_thread
3,dessert,Keto Mocha Ice Cream,http://cdn.ruled.me/wp-content/uploads/2015/06/ketomochaicecream-700x350.jpg,1 cup Coconut Milk (from the carton) // 1/4 cup Heavy Cream // 2 tbsp. Erythritol // 15 drops Liquid Stevia // 2 tbsp. Cocoa Powder // 1 tbsp. Instant Coffee // 1/4 tsp. Xanthan Gum,http://www.ruled.me/keto-mocha-ice-cream/#disqus_thread
4,dessert,Keto Chocolate Coconut Macaroon Cookies,http://cdn.ruled.me/wp-content/uploads/2015/03/chocolatecoconutmacarooncookies-700x350.jpg,"1 cup Almond Flour // 3 tbsp. Coconut Flour // 1/4 cup Cocoa Powder // 1/2 tsp. Baking Powder // 1/3 cup Erythritol // 1/3 cup Unsweetened Shredded Coconut // 1/4 tsp. Salt // 2 large Eggs, room temperature // 1/4 cup Coconut Oil // 1 tsp. Vanilla Extract",http://www.ruled.me/keto-chocolate-coconut-macaroon-cookies/#disqus_thread
5,dessert,Cherry Chocolate Chunk Donuts,http://cdn.ruled.me/wp-content/uploads/2015/02/cherrychocolatechunk-700x350.jpg,3/4 cup Almond Flour // 1/4 cup Golden Flaxseed Meal // 3 tbsp. SweetPerfection // 1 tsp. Vanilla Extract // 1 tsp. Baking Powder // 2 large Eggs // 2 1/2 tbsp. Coconut Oil // 3 tbsp. Coconut Milk (from the carton) // 5 10g bars Dark ChocoPerfection // Optional: 2 tsp. Berry Extract of Choice // Optional: 15 drops Food Coloring of Choice // Pinch Salt,http://www.ruled.me/cherry-chocolate-chunk-donuts/#disqus_thread
6,dessert,Pumpkin Pie Spice Scone Cookies,http://cdn.ruled.me/wp-content/uploads/2014/10/pumpkinsconecookies1-700x350.jpg,"1 small Sweet Lightning Winter Squash (or 1 1/4 cup Pumpkin Puree, strained) // 2 tsp. Cinnamon // 2 tsp. Garam Masala // ~1 tbsp. Coconut Oil Cooking Spray // 2 large Eggs // 1 tsp. Vanilla Extract // 1 tsp. Baking Powder // 1 cup Almond Flour // 1/4 cup Butter // 1/4 cup Pumpkin Pie Spice SF Torani",http://www.ruled.me/pumpkin-pie-spice-scone-cookies/#disqus_thread
7,dessert,Low Carb Cookie Butter,http://cdn.ruled.me/wp-content/uploads/2014/09/cookiebutter-700x350.jpg,"1 cup Raw Macadamias // 3/4 cup Raw Cashews // 1 tsp. Vanilla // 1/4 tsp. Cinnamon // 1/4 tsp. Ginger // 1/8 tsp. Nutmeg // 1/8 tsp. Cloves // 2 tbsp. Butter // 2 tbsp. Heavy Cream // 2 tbsp. Swerve, powdered // Pinch Salt",http://www.ruled.me/low-carb-cookie-butter/#disqus_thread
8,dessert,Peanut Butter Caramel Milkshake,http://cdn.ruled.me/wp-content/uploads/2014/09/pbcaramelshake2-700x350.jpg,Blueberry Banana Bread Smoothie // McKeto Strawberry Milkshake // Cucumber Spinach Smoothie // Blackberry Chocolate Shake,http://www.ruled.me/peanut-butter-caramel-milkshake/#disqus_thread
9,dessert,McKeto Strawberry Milkshake,http://cdn.ruled.me/wp-content/uploads/2014/09/strawberrymilkshake-700x350.jpg,Cucumber Spinach Smoothie // Blackberry Chocolate Shake,http://www.ruled.me/mcketo-strawberry-milkshake/#disqus_thread
0,dessert,Keto Chocolate Roll Cake,http://cdn.ruled.me/wp-content/uploads/2014/08/rollcake4-700x350.jpg,"1 cup Almond Flour // 4 tbsp. Butter, melted // 3 large Eggs // 1/4 cup Psyllium Husk Powder // 1/4 cup Cocoa Powder // 1/4 cup Coconut Milk // 1/4 cup Sour Cream // 1/4 cup Erythritol // 1 tsp. Vanilla // 1 tsp. Baking Powder",http://www.ruled.me/keto-chocolate-roll-cake/#disqus_thread
1,dessert,Low Carb Chocolate Brownies,http://cdn.ruled.me/wp-content/uploads/2014/08/brownies1-700x350.jpg,2 cups Almond Flour // 1/2 cup Unsweetened Cocoa Powder // 1/3 cup Erythritol // 1/4 cup Coconut Oil // 1/4 cup Maple Syrup (recipe here) // 2 large Eggs // 1 tbsp. Psyllium Husk Powder // 2 tbsp. Torani Salted Caramel // 1 tsp. Baking Powder // 1/2 tsp. Salt,http://www.ruled.me/low-carb-chocolate-brownies/#disqus_thread
2,dessert,Lemon Poppy Seed Cake with Blackberry Buttercream,http://cdn.ruled.me/wp-content/uploads/2014/08/lemonpoppyseedcake-700x350.jpg,"1 1/2 cups Almond Flour // 1/4 cup Erythritol, powdered // 2 tbsp. Psyllium Husk Powder // 1/2 cup Sour Cream // 1/3 cup Salted Butter // 2 large Eggs // 1 1/2 tsp. Baking Powder // 2 tbsp. Poppy Seeds // Zest of 1 Lemon // 1 tsp. Vanilla Extract // 1/4 tsp. Liquid Stevia",http://www.ruled.me/lemon-poppy-seed-cake-with-blackberry-buttercream/#disqus_thread
3,dessert,Chocolate Chunk Avocado Ice Cream,http://cdn.ruled.me/wp-content/uploads/2014/08/chocolateavocadoicecream-700x350.jpg,"2 ripe Hass Avocados // 1 cup Coconut Milk (from carton) // 1/2 cup Heavy Cream // 1/2 cup Cocoa Powder // 2 tsp. Vanilla Extract // 1/2 cup Erythritol, Powdered // 25 drops Liquid Stevia // 6 squares Unsweetened Baker’s Chocolate",http://www.ruled.me/chocolate-chunk-avocado-ice-cream/#disqus_thread
4,dessert,Low Carb Strawberry Shortcake,http://cdn.ruled.me/wp-content/uploads/2014/07/StrawberryShortcake-700x350.jpg,2/3 cup Almond Flour // 1/2 cup Butter // 1 scoop Unflavored Protein Powder // 3 large Eggs // 1/3 cup Erythritol // 1 tsp. Vanilla Extract // 1/4 tsp. Salt // 1/4 tsp. Liquid Stevia // 2 tbsp. Psyllium Husk Powder // 1/2 tsp. Baking Powder,http://www.ruled.me/low-carb-strawberry-shortcake/#disqus_thread
5,dessert,Low Carb Blackberry Pudding,http://cdn.ruled.me/wp-content/uploads/2014/07/BlackberryPudding2-700x350.jpg,1/4 cup Coconut Flour // 1/4 tsp. Baking Powder // 5 large Egg Yolks // 2 tbsp. Coconut Oil // 2 tbsp. Butter // 2 tbsp. Heavy Cream // 2 tsp. Lemon Juice // Zest 1 Lemon // 1/4 cup Blackberries // 2 tbsp. Erythritol // 10 drops Liquid Stevia,http://www.ruled.me/low-carb-blackberry-pudding/#disqus_thread
6,dessert,Blueberry Lime July 4th Cake,http://cdn.ruled.me/wp-content/uploads/2014/07/BlueberryLimeCake2-700x350.jpg,"1 cup Honeyville Almond Flour // 2 tbsp. Coconut Flour // 1 tsp. Baking Powder // 5 large Eggs, separated // 2 tsp. Blueberry Extract // 1/4 cup Fresh Blueberries // 1/4 cup Cream Cheese // 2 tbsp. Salted Butter // 1/4 cup NOW Erythritol // 1/4 tsp. Liquid Stevia // Zest 1 Lime // Juice 1 Lime",http://www.ruled.me/blueberry-lime-july-4th-cake/#disqus_thread
7,dessert,Keto Chocolate Chunk Cookies,http://cdn.ruled.me/wp-content/uploads/2014/06/ChocolateChunkCookies12-700x350.jpg,1 cup Almond Flour // 3 tbsp. Unflavored Whey Protein // 2 tbsp. Coconut Flour // 2 tbsp. Psyllium Husk Powder // 8 tbsp. Unsalted Butter // 2 tsp. Quality Vanilla Extract // 1/4 cup Erythritol // 10 drops Liquid Stevia // 1/2 tsp. Baking Powder // 1 large Egg // 5 bars Chocoperfection (or other 95%+ Cocoa Bar),http://www.ruled.me/keto-chocolate-chunk-cookies/#disqus_thread
8,dessert,Pecan Butter Chia Seed Blondies,http://cdn.ruled.me/wp-content/uploads/2014/06/PecanButterChiaBrownies5-700x350.jpg,"2 1/4 cups Pecans, roasted // 1/2 cup Chia Seeds, ground // 1/4 cup Butter, melted // 1/4 cup Erythritol, powdered // 3 tbsp. SF Torani Salted Caramel // 10 drops Liquid Stevia // 3 large Eggs // 1 tsp. Baking Powder // 3 tbsp. Heavy Cream // 1 pinch Salt",http://www.ruled.me/pecan-butter-chia-seed-blondies/#disqus_thread
9,dessert,Cilantro Infused Avocado Lime Sorbet,http://cdn.ruled.me/wp-content/uploads/2014/05/AvocadoLimeSorbet1-700x350.jpg,"2 medium Hass Avocados // 1/4 cup NOW Erythritol, Powdered // 2 medium Limes, Juiced & Zested // 1 cup Coconut Milk (from Carton) // 1/4 tsp. Liquid Stevia // 1/4 – 1/2 cup Cilantro, Chopped",http://www.ruled.me/cilantro-infused-avocado-lime-sorbet/#disqus_thread
0,dessert,Salted Caramel Glazed Maple Bacon Cake Pops,http://cdn.ruled.me/wp-content/uploads/2014/05/BaconPops1-700x350.jpg,"6 Oz. Burgers’ Smokehouse Country Bacon // 5 large Eggs, seperated // 1/4 cup Maple Syrup (recipe here) // 1/2 tsp. Vanilla Extract // 1/4 Cup NOW Erythritol // 1/4 tsp. Liquid Stevia // 1 cup Honeyville Almond Flour // 2 tbsp. Psyllium Husk Powder // 1 tsp. Baking Powder // 2 tbsp. Butter // 1/2 tsp. Cream of Tartar",http://www.ruled.me/salted-caramel-glazed-maple-bacon-cake-pops/#disqus_thread
1,dessert,Caramel Pots de Crème,http://cdn.ruled.me/wp-content/uploads/2014/05/PotsdeCreme-700x350.jpg,1 1/2 cup Heavy Cream // 1/4 cup NOW Erythritol (powdered) // 1/4 tsp. Liquid Stevia // 1/4 tsp. Salt // 4 large Egg Yolks // 6 tbsp. Water // 1 tbsp. Maple Syrup (sub in 1 tsp. Maple Extract + 1/4 tsp. Xanthan Gum if you’d like) // 1/2 tsp. Vanilla Extract // 1 tsp. Maple Extract,http://www.ruled.me/caramel-pots-de-creme/#disqus_thread
2,dessert,Almond Butter Chia Squares,http://cdn.ruled.me/wp-content/uploads/2014/05/chiabars2-700x350.jpg,1/2 cup Raw Almonds // 1 tbsp. + 1 tsp. Coconut Oil // 4 tbsp. NOW Erythritol // 2 tbsp. Butter // 1/4 cup Heavy Cream // 1/4 tsp. Liquid Stevia // 1 1/2 tsp. Vanilla Extract // 1/2 cup Unsweetened Shredded Coconut Flakes // 1/4 cup Chia Seeds // 1/2 cup Coconut Cream // 2 tbsp. Coconut Flour,http://www.ruled.me/almond-butter-chia-squares/#disqus_thread
3,dessert,Low Carb Key Lime Cheesecakes,http://cdn.ruled.me/wp-content/uploads/2014/04/KeyLimeCheesecakes-700x350.jpg,1/2 cup Macadamia Nuts // 1/2 cup Honeyville Almond Flour // 1/4 cup Cold Butter // 1/4 cup NOW Erythritol // 1 large Egg Yolk,http://www.ruled.me/low-carb-key-lime-cheesecakes/#disqus_thread
4,dessert,Italian Lemon Sponge Cake,http://cdn.ruled.me/wp-content/uploads/2014/04/ItalianLemonSpongeCake3-700x350.jpg,"1 cup Honeyville Almond Flour // 1 tsp. Baking Powder // 1/4 tsp. Salt // 5 large Eggs, Separated // 1 tsp. Vanilla // 1 tsp. Almond Extract // 1/4 cup NOW Erythritol // 1/4 tsp. Liquid Stevia // Zest 1/2 Lemon // 2 tbsp. Olive Oil // 1/2 tsp. Cream of Tartar (for egg whites)",http://www.ruled.me/italian-lemon-sponge-cake/#disqus_thread
5,dessert,Ultimate Keto Coffee Cake,http://cdn.ruled.me/wp-content/uploads/2014/04/CoffeeCake11-700x350.jpg,"6 Large Eggs, Separated // 6 Oz. Cream Cheese // 1/4 Cup Erythritol // 1/4 tsp. Liquid Stevia // 1/4 Cup Unflavored Protein Powder // 2 tsp. Vanilla Extract // 1/4 tsp. Cream of Tartar",http://www.ruled.me/ultimate-keto-coffee-cake/#disqus_thread
6,dessert,Cinnamon Orange Souffle,http://cdn.ruled.me/wp-content/uploads/2014/04/Souffle-700x350.jpg,"1 Cup Coconut Milk // 2 Eggs, Separated // 1 tsp. Allspice // 2 Tbsp. Butter // 6 Leftover Cinnamon Orange Scones",http://www.ruled.me/cinnamon-orange-souffle/#disqus_thread
7,dessert,Low Carb Cinnamon Orange Scones,http://cdn.ruled.me/wp-content/uploads/2014/04/OrangeCinnamonScones4-700x350.jpg,"1/2 Cup Coconut Flour (divided into 7 Tbsp. and 1 Tbsp.) // 1/3 Cup Heavy Cream // 1/4 Cup NOW Erythritol // 1/4 Cup Unsalted Butter, Chilled & Cubed // 2 Large Eggs // 2 Tbsp. Coconut Oil // 2 Tbsp. Maple Syrup (recipe here) // 1 Tbsp. Golden Flaxseed // 1 1/2 tsp. Baking Powder // 1 1/2 tsp. Ground Cinnamon (plus 1/2 tsp for topping) // 1 tsp. Vanilla Extract // 1/4 tsp. Xanthan Gum // 1/4 tsp. Stevia // 1/4 tsp. Salt // Zest of 1 Orange",http://www.ruled.me/low-carb-cinnamon-orange-scones/#disqus_thread
